name,m_fuse,p_fuse,m_model,p_model,epoch,part,auc,accuracy,precision,recall,aupr
ProtBertT5-xl_roberta,False,True,True,True,166,test,0.9307456946744943,0.8426729694886119,0.5572160546541418,0.8768197088465846,0.79451255977423
ESM3_roberta,True,True,True,False,181,test,0.9221968913583238,0.83149978513107,0.5377568017767906,0.8676371780515117,0.7737929667764831
ESM2_pebchem10m,True,True,True,False,191,test,0.9250406943663274,0.8485603781693167,0.5715589353612167,0.8416573348264278,0.7869407276111066
ProtBert-BFD_pebchem10m,True,True,True,False,202,test,0.9242153319281731,0.8497206703910615,0.5742559067198527,0.8382978723404255,0.7849882002049179
ESM-1B_roberta,True,True,True,False,180,test,0.9303793962495381,0.8556080790717662,0.5841327851378103,0.8591265397536394,0.8024262888004693
KIBA_ESM3_roberta,True,True,True,True,153,test,0.9271708192735426,0.8388912763214439,0.5507513467536149,0.8701007838745801,0.7886137810898357
KIBA_ESM-1B_roberta,True,True,True,True,214,test,0.9318325431663983,0.8500644606789858,0.5725758477096966,0.8622620380739082,0.8063160969286827
KIBA_ESM2_pebchem10m,True,True,True,True,201,test,0.9253381063922088,0.8459819510098839,0.565854387800867,0.8477043673012318,0.7862805290410083
KIBA_ESM3_pebchem10m,True,True,True,True,174,test,0.9270604807458407,0.8422002578427159,0.557908573097707,0.8555431131019037,0.791308557200928
KIBA_ESM2_roberta,True,True,True,True,106,test,0.9229782708310938,0.8465406102277611,0.5680365296803653,0.8358342665173573,0.7778790861469551
KIBA_ProtBert-BFD_chemberta,True,True,True,True,136,test,0.9226700089591621,0.8477438762354963,0.5701034063260341,0.8396416573348264,0.775737924786306
KIBA_ProtBertT5-xl_pebchem10m,True,True,True,True,191,test,0.9302952295513601,0.8616673828964332,0.5996162456028142,0.8398656215005599,0.7975854521231635
KIBA_ESM3_roberta,True,True,False,False,241,test,0.9314415497296025,0.8429737859905457,0.5578707007278436,0.8754759238521836,0.798726700525785
KIBA_ESM3_pebchem10m,True,True,False,False,133,test,0.9230858462805482,0.8290073055436183,0.5334802976026454,0.8671892497200447,0.7727586889816939
KIBA_ESM-1B_roberta,True,True,False,False,224,test,0.9342683991087882,0.8479157713794585,0.5669849537037037,0.8777155655095185,0.8102117887983085
KIBA_ESM3_chemberta,True,True,True,True,130,test,0.9119308944602365,0.8168457241082939,0.5136884693189481,0.8530795072788354,0.7431666297201701
KIBA_ESM-1B_pebchem10m,True,True,True,True,208,test,0.9302133316738984,0.8608508809626128,0.5969653864390706,0.845912653975364,0.7995604790996557
KIBA_ProtBertT5-xl_chemberta,True,True,True,True,199,test,0.9264711411662035,0.8502793296089386,0.5739038722314299,0.8530795072788354,0.7942397083584177
KIBA_ESM-1B_chemberta,True,True,True,True,169,test,0.9260600022688207,0.8402664374731413,0.5538904899135446,0.8609182530795073,0.7849671085225292
KIBA_ProtBertT5-xl_roberta,True,True,True,True,158,test,0.9307158486654898,0.8507520412548345,0.5739856801909308,0.8618141097424412,0.8002501044955764
KIBA_ESM2_pebchem10m,True,True,False,False,229,test,0.9273900254661727,0.8318435754189945,0.537746170678337,0.8806270996640537,0.7869395092111404
KIBA_ESM2_chemberta,True,True,True,True,237,test,0.922776411291343,0.8380747743876236,0.5501655390816179,0.8559910414333707,0.7832374450544559
KIBA_ESM2_roberta,True,True,False,False,248,test,0.9276855319208485,0.8304254404813064,0.5353205389955084,0.8808510638297873,0.7885606023642519
KIBA_ESM3_roberta,False,False,True,True,98,test,0.9146220195303184,0.8299097550494199,0.5357899195256247,0.8499440089585666,0.7451933472015273
KIBA_ESM3_pebchem10m,False,False,True,True,101,test,0.9120652729596767,0.8069617533304684,0.4982636655948553,0.8676371780515117,0.7493482667403149
KIBA_ESM-1B_roberta,False,False,True,True,154,test,0.9177018632615697,0.8397937258272454,0.5548281505728314,0.8351623740201568,0.7637688235707708
KIBA_ProtBert-BFD_chemberta,True,True,False,False,248,test,0.9221670155747693,0.8287924366136656,0.5332964142323134,0.8627099664053751,0.7754427291996688
KIBA_ProtBertT5-xl_pebchem10m,True,True,False,False,244,test,0.9300217979481167,0.834336055006446,0.5419532324621733,0.8824188129899216,0.7921000727304344
KIBA_ESM2_pebchem10m,False,False,True,True,182,test,0.9231350636118374,0.8476149548775247,0.570356760067371,0.8342665173572228,0.7791322804395016
KIBA_ESM-1B_pebchem10m,True,True,False,False,220,test,0.9327957081772527,0.8536312849162011,0.5802637562528422,0.8573348264277716,0.8021572924789756
KIBA_ProtBertT5-xl_roberta,True,True,False,False,187,test,0.9310851245454542,0.8362698753760206,0.5454167244487589,0.8808510638297873,0.794862583288424
KIBA_ESM3_chemberta,True,True,False,False,235,test,0.9239307289137382,0.831027073485174,0.5371946964410328,0.8620380739081747,0.7785781227920768
KIBA_ESM2_roberta,False,False,True,True,181,test,0.9227314219461659,0.8243231628706489,0.525257939166555,0.8779395296752519,0.7778045909175736
KIBA_ProtBertT5-xl_chemberta,True,True,False,False,247,test,0.9242700575512277,0.8355822948001719,0.5454028705414239,0.8595744680851064,0.7812600864310816
KIBA_ESM-1B_chemberta,True,True,False,False,247,test,0.9290988523995162,0.8532015470562957,0.5802355820712866,0.8494960806270997,0.7950083951421942
KIBA_ESM2_chemberta,True,True,False,False,209,test,0.9195491358978947,0.8222174473571121,0.5220193340494093,0.8707726763717805,0.770314010819852
KIBA_ESM3_pebchem10m,True,True,False,True,180,test,0.9236347222466208,0.8309840996991835,0.5369547096415671,0.8656215005599104,0.7771590020202501
KIBA_ESM3_roberta,True,True,False,True,236,test,0.9306178070269726,0.8463687150837989,0.5647743813682679,0.8689809630459127,0.7965989977006673
KIBA_ProtBert-BFD_chemberta,False,False,True,True,134,test,0.9185148097123391,0.843231628706489,0.5623949900717886,0.8246360582306831,0.765842004050672
KIBA_ESM-1B_roberta,True,True,False,True,247,test,0.9337315877904098,0.8442200257842716,0.5599486154724522,0.8786114221724524,0.8073088544735643
KIBA_ProtBertT5-xl_roberta,False,False,True,True,139,test,0.9259262073505622,0.8304254404813064,0.5354944604021338,0.8768197088465846,0.7840280325652578
KIBA_ProtBertT5-xl_pebchem10m,False,False,True,True,193,test,0.9304503847318488,0.8445208422862054,0.5611552346570398,0.8703247480403136,0.7985375055945272
KIBA_ProtBertT5-xl_chemberta,False,False,True,True,167,test,0.9222029653665411,0.8244520842286206,0.5257104194857916,0.8701007838745801,0.7730244321641045
KIBA_ESM-1B_pebchem10m,False,False,True,True,178,test,0.9180052599720179,0.8282767511817791,0.5327468230694037,0.8544232922732363,0.7670601815223363
KIBA_ESM3_pebchem10m,True,True,True,False,136,test,0.9253917244020005,0.8415986248388483,0.5566710315728212,0.8568868980963046,0.7858080274642876
KIBA_ESM2_pebchem10m,True,True,False,True,230,test,0.9283169667593945,0.8350236355822948,0.5433758314855875,0.8781634938409855,0.7887357952642139
KIBA_ESM3_chemberta,False,False,True,True,242,test,0.923331408904913,0.8384185646755479,0.5508731418675133,0.8548712206047032,0.7775466020501484
