name,use_fuse,use_model,acc
loc_ESM3_roberta,True,False,0.7161727954302035
loc_ProtBertT5-xl_roberta,True,False,0.8157800785433774
loc_ProtBert-BFD_roberta,True,False,0.7547304534094966
loc_ESM-1B_roberta,True,True,0.7682970367725812
loc_ESM2_roberta,True,False,0.7215280257051053
loc_ESM3_roberta,False,True,0.7565155301677973
loc_ProtBertT5-xl_roberta,False,True,0.8018564798286326
loc_ProtBert-BFD_roberta,False,True,0.7636558372009996
loc_ESM2_roberta,False,True,0.7193859335951446
loc_ESM-1B_roberta,True,False,0.7979293109603713
loc_ESM3_roberta,True,True,0.7697250981792217
loc_ProtBertT5-xl_roberta,True,True,0.8407711531595858
loc_ESM-1B_roberta,False,True,0.7650838986076401
loc_ProtBert-BFD_roberta,True,True,0.7825776508389861
loc_ESM2_roberta,True,True,0.7308104248482685
loc_ESM-1B_roberta,True,True,0.7475901463762942
loc_ProtBertT5-xl_roberta,True,False,0.8154230631917172
loc_ESM3_roberta,True,False,0.7336665476615495
loc_ESM2_roberta,True,False,0.7236701178150661
loc_ProtBert-BFD_roberta,True,False,0.7483041770796144
loc_ProtBertT5-xl_roberta,False,True,0.8272045697965013
loc_ESM-1B_roberta,True,False,0.8050696179935737
loc_ESM3_roberta,False,True,0.755801499464477
loc_ESM2_roberta,False,True,0.7290253480899679
loc_ProtBert-BFD_roberta,False,True,0.752945376651196
loc_ESM-1B_roberta,False,True,0.7004641199571582
loc_ProtBertT5-xl_roberta,True,True,0.8457693680828275
loc_ESM3_roberta,True,True,0.7597286683327383
loc_ESM2_roberta,True,True,0.7236701178150661
loc_ProtBert-BFD_roberta,True,True,0.7790074973223848
loc_ProtBertT5-xl_roberta,True,False,0.8132809710817566
loc_ESM2_roberta,True,False,0.7211710103534452
loc_ProtBertT5-xl_roberta,False,True,0.811852909675116
loc_ESM3_roberta,True,False,0.7261692252766869
loc_ProtBert-BFD_roberta,True,False,0.7636558372009996
loc_ESM2_roberta,False,True,0.7311674401999286
loc_ESM3_roberta,False,True,0.7550874687611567
loc_ProtBertT5-xl_roberta,True,True,0.8411281685112459
loc_ProtBert-BFD_roberta,False,True,0.7636558372009996
loc_ESM3_roberta,True,True,0.7515173152445556
loc_ESM2_roberta,True,True,0.7347375937165298
loc_ProtBert-BFD_roberta,True,True,0.7747233131024635
loc_ProtBertT5-xl_roberta,True,False,0.8232774009282399
loc_ESM2_roberta,True,False,0.7275972866833273
loc_ProtBert-BFD_roberta,True,False,0.7632988218493395
loc_ESM3_roberta,True,False,0.7186719028918244
loc_ProtBertT5-xl_roberta,False,True,0.8168511245983577
loc_ESM2_roberta,False,True,0.7076044269903606
loc_ProtBert-BFD_roberta,False,True,0.7458050696179935
loc_ESM3_roberta,False,True,0.7486611924312745
loc_ProtBertT5-xl_roberta,True,True,0.8486254908961085
loc_ProtBert-BFD_roberta,True,True,0.7754373438057837
loc_ESM2_roberta,True,True,0.7268832559800071
loc_ESM3_roberta,True,True,0.7657979293109604
loc_ProtBertT5-xl_roberta,True,False,0.8182791860049982
loc_ESM2_roberta,True,False,0.720456979650125
loc_ProtBert-BFD_roberta,True,False,0.7472331310246341
loc_ProtBertT5-xl_roberta,False,True,0.8247054623348804
loc_ESM2_roberta,False,True,0.7193859335951446
loc_ESM3_roberta,True,False,0.7347375937165298
loc_ProtBert-BFD_roberta,False,True,0.7622277757943592
loc_ProtBertT5-xl_roberta,True,True,0.8421992145662264
loc_ESM3_roberta,False,True,0.7593716529810782
loc_ProtBert-BFD_roberta,True,True,0.7954302034987505
loc_ProtBertT5-xl_roberta,True,False,0.8064976794002142
loc_ESM3_roberta,True,True,0.7665119600142806
loc_ProtBert-BFD_roberta,True,False,0.7515173152445556
loc_ProtBertT5-xl_roberta,False,True,0.8164941092466976
loc_ProtBert-BFD_roberta,False,True,0.7600856836843984
loc_ESM3_roberta,True,False,0.7304534094966083
loc_ProtBert-BFD_roberta,True,True,0.776508389860764
loc_ESM3_roberta,False,True,0.7682970367725812
loc_ProtBert-BFD_roberta,True,False,0.7536594073545162
loc_ProtBert-BFD_roberta,False,True,0.7397358086397715
