name,m_fuse,p_fuse,m_model,p_model,auprc
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8078786730766296
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8088694214820862
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8126726150512695
Davis_ESM-1B_roberta,False,True,True,True,0.8380289673805237
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7822197675704956
Davis_ESM-1B_pebchem10m,True,True,False,True,0.815753161907196
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8149885535240173
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.818206250667572
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8043212294578552
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8181610107421875
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.7959646582603455
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.7990637421607971
Davis_ESM-1B_roberta,True,False,True,True,0.8030090928077698
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8223119974136353
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.840606689453125
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.7984207272529602
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8037661910057068
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.801634669303894
Davis_ProtBert-BFD_roberta,True,True,False,True,0.7985763549804688
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8032231330871582
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8274208307266235
Davis_ESM-1B_roberta,True,True,True,True,0.8228787779808044
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8127108216285706
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8188072443008423
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7791217565536499
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.7931733727455139
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8079121112823486
Davis_ESM-1B_roberta,True,True,False,False,0.8254528045654297
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8141273260116577
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8200668096542358
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7891396284103394
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.826347827911377
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.78788161277771
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8102177977561951
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8135741949081421
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.7993015646934509
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8078123927116394
Davis_ESM-1B_roberta,False,False,True,True,0.7823593616485596
Davis_ESM-1B_pebchem10m,True,True,True,True,0.799332857131958
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.836999237537384
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8148859143257141
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8177955746650696
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8003530502319336
Davis_ESM-1B_roberta,True,True,False,True,0.8055449724197388
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.8070858120918274
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.7953075766563416
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8084325194358826
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8295719027519226
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8046786189079285
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.791120707988739
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8152560591697693
Davis_ESM-1B_roberta,True,True,True,False,0.820000410079956
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.810966968536377
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8362446427345276
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8141749501228333
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8246734738349915
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7645142674446106
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8039793372154236
Davis_ESM-1B_roberta,False,True,True,True,0.8150966167449951
Davis_ProtBert-BFD_roberta,True,True,False,False,0.792831301689148
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.804682195186615
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.829176127910614
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8338157534599304
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8136853575706482
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8186004757881165
Davis_ESM-1B_roberta,True,False,True,True,0.799160897731781
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8070254325866699
Davis_ESM-1B_pebchem10m,True,True,False,True,0.825741171836853
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8507329821586609
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.8035171031951904
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8157804608345032
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.8093948364257812
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8249642848968506
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8028423190116882
Davis_ESM-1B_roberta,True,True,True,True,0.829534649848938
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8261473178863525
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8038397431373596
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8356457948684692
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.8129198551177979
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7835928201675415
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.81041020154953
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.840971052646637
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.805905282497406
Davis_ESM-1B_roberta,True,True,False,False,0.8312658071517944
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8126128315925598
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8336028456687927
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8032691478729248
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8082086443901062
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8306547403335571
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8399593830108643
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8243959546089172
Davis_ESM-1B_roberta,False,False,True,True,0.762391984462738
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.8193946480751038
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7864192724227905
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8033936023712158
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8167511224746704
Davis_ESM-1B_roberta,True,True,False,True,0.8150864839553833
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8282037973403931
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8275659084320068
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8431714773178101
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.8250873684883118
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8149265646934509
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8244290351867676
Davis_ESM-1B_roberta,True,True,True,False,0.8185815811157227
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8532314300537109
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.8006651401519775
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8235520124435425
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.8158336281776428
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8270227313041687
Davis_ProtBert-BFD_roberta,True,True,False,False,0.803960382938385
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8239076137542725
Davis_ESM-1B_roberta,False,True,True,True,0.8065354228019714
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8362959027290344
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8193636536598206
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8303417563438416
Davis_ESM-1B_roberta,True,False,True,True,0.7552944421768188
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8412333726882935
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7633821964263916
Davis_ESM-1B_chemberta,True,True,True,True,0.8397710919380188
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8301910758018494
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8153537511825562
Davis_ESM-1B_roberta,True,True,True,True,0.8136764168739319
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8229725956916809
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8366300463676453
Davis_ESM-1B_chemberta,True,True,False,False,0.839722752571106
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8303916454315186
Davis_ESM-1B_roberta,True,True,False,False,0.8378187417984009
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8387386202812195
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.821323812007904
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8375680446624756
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8288393616676331
Davis_ESM-1B_chemberta,False,False,True,True,0.783444344997406
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.8171796202659607
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8382852673530579
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8226214647293091
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8310961723327637
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.8266266584396362
Davis_ESM-1B_roberta,False,False,True,True,0.775926947593689
Davis_ESM-1B_chemberta,True,True,False,True,0.817405641078949
Davis_ProtBert-BFD_roberta,True,True,True,False,0.8133365511894226
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8398526310920715
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.8237995505332947
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8193581104278564
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8240021467208862
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8078823685646057
Davis_ESM-1B_chemberta,True,True,True,False,0.8292134404182434
Davis_ESM-1B_roberta,True,True,False,True,0.8359373211860657
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.830045223236084
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8177822828292847
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.835308849811554
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8442882895469666
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.85090172290802
Davis_ESM-1B_chemberta,False,True,True,True,0.8311702609062195
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7851733565330505
Davis_ESM-1B_roberta,True,True,True,False,0.8258517980575562
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8325996398925781
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8280725479125977
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8272932171821594
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.8118718862533569
Davis_ESM-1B_chemberta,True,False,True,True,0.7838504314422607
Davis_ESM-1B_roberta,False,True,True,True,0.8177924752235413
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.8349047303199768
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8460111021995544
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8519513607025146
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8450855016708374
Davis_ESM-1B_roberta,True,False,True,True,0.7625455260276794
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8267937898635864
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.848974347114563
Davis_ESM-1B_chemberta,True,True,True,True,0.8188445568084717
Davis_ESM-1B_roberta,True,True,True,True,0.831597626209259
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8295893669128418
Davis_ESM2_pebchem10m,True,True,True,True,0.8071969747543335
Davis_ProtBert-BFD_roberta,True,True,False,False,0.8074086904525757
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7883872389793396
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8253803253173828
Davis_ESM2_roberta,True,True,True,True,0.8152646422386169
Davis_ESM-1B_roberta,True,True,False,False,0.8440179824829102
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.8185538649559021
Davis_ESM-1B_chemberta,True,True,False,False,0.8245357871055603
Davis_ESM2_pebchem10m,True,True,False,False,0.8124063611030579
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8436321020126343
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8419939279556274
Davis_ESM2_roberta,True,True,False,False,0.8166038990020752
Davis_ESM-1B_roberta,False,False,True,True,0.7876437306404114
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8207222819328308
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8240139484405518
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.853375256061554
Davis_ESM-1B_chemberta,False,False,True,True,0.7786844968795776
Davis_ESM2_pebchem10m,False,False,True,True,0.8084376454353333
Davis_ESM-1B_roberta,True,True,False,True,0.8453593254089355
Davis_ESM2_roberta,False,False,True,True,0.8012655973434448
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8288736343383789
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.834250807762146
Davis_ESM-1B_roberta,True,True,True,False,0.8240408301353455
Davis_ESM2_pebchem10m,True,True,False,True,0.8171671628952026
Davis_ProtBert-BFD_roberta,True,True,True,False,0.8157244920730591
Davis_ESM-1B_chemberta,True,True,False,True,0.8257222175598145
Davis_ESM2_roberta,True,True,False,True,0.8181090354919434
Davis_ESM-1B_pebchem10m,True,False,True,True,0.8008854985237122
Davis_ESM-1B_roberta,False,True,True,True,0.8397346138954163
Davis_ESM2_pebchem10m,True,True,True,False,0.8098593950271606
Davis_ESM-1B_chemberta,True,True,True,False,0.8118772506713867
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8384618759155273
Davis_ESM2_roberta,True,True,True,False,0.7945379018783569
Davis_ESM2_chemberta,True,True,True,True,0.8078318238258362
Davis_ESM-1B_roberta,True,False,True,True,0.7947344779968262
Davis_ESM2_roberta,False,True,True,True,0.8088574409484863
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8401786088943481
Davis_ESM2_pebchem10m,False,True,True,True,0.8196419477462769
Davis_ESM-1B_chemberta,False,True,True,True,0.8098270893096924
Davis_ESM2_chemberta,True,True,False,False,0.8143292665481567
Davis_ESM2_roberta,True,False,True,True,0.7945263385772705
Davis_ESM-1B_chemberta,True,False,True,True,0.7700285911560059
Davis_ESM2_pebchem10m,True,False,True,True,0.8113381862640381
Davis_ESM2_chemberta,False,False,True,True,0.7975929379463196
Davis_ESM3_pebchem10m,True,True,True,True,0.8314200639724731
Davis_ESM2_pebchem10m,True,True,True,True,0.7843698263168335
Davis_ESM2_roberta,True,True,True,True,0.800689697265625
Davis_ESM-1B_chemberta,True,True,True,True,0.8268727660179138
Davis_ESM2_chemberta,True,True,False,True,0.8129093050956726
Davis_ESM3_roberta,True,True,True,True,0.8045730590820312
Davis_ESM3_pebchem10m,True,True,False,False,0.8178929090499878
Davis_ESM-1B_chemberta,True,True,False,False,0.8386012315750122
Davis_ESM3_roberta,True,True,False,False,0.7965887784957886
Davis_ESM2_pebchem10m,True,True,False,False,0.8040145635604858
Davis_ESM2_roberta,True,True,False,False,0.8021568655967712
Davis_ESM3_pebchem10m,False,False,True,True,0.7994621992111206
Davis_ESM2_chemberta,True,True,True,False,0.8191735744476318
Davis_ESM2_pebchem10m,False,False,True,True,0.7540483474731445
Davis_ESM3_roberta,False,False,True,True,0.8000789880752563
Davis_ESM-1B_chemberta,False,False,True,True,0.7880998253822327
Davis_ESM3_pebchem10m,True,True,False,True,0.8109952807426453
Davis_ESM2_roberta,False,False,True,True,0.7805323600769043
Davis_ESM2_chemberta,False,True,True,True,0.8003592491149902
Davis_ESM3_chemberta,True,True,True,True,0.8025182485580444
Davis_ESM3_roberta,True,True,False,True,0.8136155009269714
Davis_ESM2_pebchem10m,True,True,False,True,0.7948705554008484
Davis_ESM2_chemberta,True,False,True,True,0.786138117313385
Davis_ESM2_roberta,True,True,False,True,0.7917806506156921
Davis_ESM-1B_chemberta,True,True,False,True,0.8297745585441589
Davis_ESM3_chemberta,True,True,False,False,0.815177321434021
Davis_ESM3_pebchem10m,True,True,True,False,0.8176906108856201
Davis_ESM3_roberta,True,True,True,False,0.8111052513122559
Davis_ESM2_pebchem10m,True,True,True,False,0.7978623509407043
Davis_ESM2_chemberta,True,True,True,True,0.793492317199707
Davis_ESM3_chemberta,False,False,True,True,0.7971904873847961
Davis_ESM-1B_chemberta,True,True,True,False,0.8250684142112732
Davis_ESM2_roberta,True,True,True,False,0.7920692563056946
Davis_ESM3_pebchem10m,False,True,True,True,0.8221530914306641
Davis_ESM2_pebchem10m,False,True,True,True,0.7902072072029114
Davis_ESM3_roberta,False,True,True,True,0.8248382806777954
Davis_ESM3_chemberta,True,True,False,True,0.8077673316001892
Davis_ESM2_roberta,False,True,True,True,0.7786617279052734
Davis_ESM2_chemberta,True,True,False,False,0.7959724068641663
Davis_ESM3_roberta,True,False,True,True,0.8003572225570679
Davis_ESM3_pebchem10m,True,False,True,True,0.796091616153717
Davis_ESM-1B_chemberta,False,True,True,True,0.8216820359230042
Davis_ESM3_chemberta,True,True,True,False,0.8016744256019592
Davis_ESM3_roberta,True,True,True,True,0.7830070853233337
Davis_ESM2_pebchem10m,True,False,True,True,0.7919226288795471
Davis_ESM3_pebchem10m,True,True,True,True,0.7780849933624268
Davis_ESM2_chemberta,False,False,True,True,0.7561640739440918
Davis_ESM3_chemberta,False,True,True,True,0.7801722288131714
Davis_ESM-1B_chemberta,True,False,True,True,0.7777395844459534
Davis_ESM2_roberta,True,False,True,True,0.7893285155296326
Davis_ESM3_roberta,True,True,False,False,0.7818682789802551
Davis_ESM2_pebchem10m,True,True,True,True,0.8087258338928223
Davis_ESM3_pebchem10m,True,True,False,False,0.7984756231307983
Davis_ESM3_chemberta,True,False,True,True,0.7892116904258728
Davis_ESM-1B_chemberta,True,True,True,True,0.8108440637588501
Davis_ESM2_chemberta,True,True,False,True,0.7963667511940002
Davis_ESM2_roberta,True,True,True,True,0.797966480255127
Davis_ESM3_roberta,False,False,True,True,0.7918732762336731
Davis_ESM3_pebchem10m,False,False,True,True,0.7780967354774475
Davis_ESM2_pebchem10m,True,True,False,False,0.7959221005439758
Davis_ESM3_chemberta,True,True,True,True,0.8010907769203186
Davis_ESM-1B_chemberta,True,True,False,False,0.8268360495567322
Davis_ESM2_chemberta,True,True,True,False,0.7806638479232788
Davis_ESM3_roberta,True,True,False,True,0.8079996109008789
Davis_ESM2_pebchem10m,False,False,True,True,0.7747202515602112
Davis_ESM3_pebchem10m,True,True,False,True,0.8060374855995178
Davis_ESM2_roberta,True,True,False,False,0.8138152956962585
Davis_ESM3_chemberta,True,True,False,False,0.7878621220588684
Davis_ESM2_chemberta,False,True,True,True,0.7705191969871521
Davis_ESM3_roberta,True,True,True,False,0.7869961857795715
Davis_ESM-1B_chemberta,False,False,True,True,0.7786867618560791
Davis_ESM3_pebchem10m,True,True,True,False,0.7857500314712524
Davis_ESM3_roberta,False,True,True,True,0.7915486097335815
Davis_ESM2_pebchem10m,True,True,False,True,0.8069032430648804
Davis_ESM2_roberta,False,False,True,True,0.7913187146186829
Davis_ESM2_chemberta,True,False,True,True,0.7727895975112915
Davis_ESM3_chemberta,False,False,True,True,0.7999925017356873
Davis_ESM-1B_chemberta,True,True,False,True,0.8138765692710876
Davis_ESM3_roberta,True,False,True,True,0.7585539817810059
Davis_ESM3_pebchem10m,False,True,True,True,0.8071067929267883
Davis_ESM2_pebchem10m,True,True,True,False,0.8021529912948608
Davis_ESM3_roberta,True,True,True,True,0.7861776947975159
Davis_ESM2_chemberta,True,True,True,True,0.8093279600143433
Davis_ESM3_pebchem10m,True,False,True,True,0.772905170917511
Davis_ESM2_roberta,True,True,False,True,0.8126178979873657
Davis_ESM-1B_chemberta,True,True,True,False,0.8174099326133728
Davis_ESM3_chemberta,True,True,False,True,0.8070074319839478
Davis_ESM2_chemberta,True,True,False,False,0.7978625893592834
Davis_ESM2_pebchem10m,False,True,True,True,0.8045952320098877
Davis_ESM3_roberta,True,True,False,False,0.8032814264297485
Davis_ESM3_chemberta,True,True,True,False,0.7777122259140015
Davis_ESM-1B_chemberta,False,True,True,True,0.8049600720405579
Davis_ESM2_roberta,True,True,True,False,0.8030962944030762
Davis_ESM3_pebchem10m,True,True,True,True,0.804885745048523
Davis_ESM3_chemberta,False,True,True,True,0.781471312046051
Davis_ESM2_chemberta,False,False,True,True,0.7803103923797607
Davis_ESM-1B_chemberta,True,False,True,True,0.771567165851593
Davis_ESM3_roberta,False,False,True,True,0.8059613704681396
Davis_ESM2_pebchem10m,True,False,True,True,0.7971810102462769
Davis_ESM3_chemberta,True,False,True,True,0.793785572052002
Davis_ESM2_roberta,False,True,True,True,0.8114538192749023
Davis_ESM3_pebchem10m,True,True,False,False,0.8113930225372314
Davis_ESM3_roberta,True,True,False,True,0.806810736656189
Davis_ESM2_chemberta,True,True,False,True,0.8124486804008484
Davis_ESM-1B_chemberta,True,True,True,True,0.8175942897796631
Davis_ESM2_pebchem10m,True,True,True,True,0.7957063913345337
Davis_ESM3_pebchem10m,False,False,True,True,0.7784128189086914
Davis_ESM3_chemberta,True,True,True,True,0.8010950088500977
Davis_ESM2_roberta,True,False,True,True,0.7857365012168884
Davis_ESM3_roberta,True,True,True,False,0.8011441826820374
Davis_ESM2_pebchem10m,True,True,False,False,0.7910934686660767
Davis_ESM-1B_chemberta,True,True,False,False,0.8229119777679443
Davis_ESM3_pebchem10m,True,True,False,True,0.8021902441978455
Davis_ESM2_chemberta,True,True,True,False,0.7965428829193115
Davis_ESM2_roberta,True,True,True,True,0.7874627709388733
Davis_ESM3_chemberta,True,True,False,False,0.8089206218719482
Davis_ESM3_roberta,False,True,True,True,0.8016273975372314
Davis_ESM3_pebchem10m,True,True,True,False,0.7973794341087341
Davis_ESM2_pebchem10m,False,False,True,True,0.7702149152755737
Davis_ESM-1B_chemberta,False,False,True,True,0.7656858563423157
Davis_ESM2_chemberta,False,True,True,True,0.8033434748649597
Davis_ESM3_roberta,True,False,True,True,0.7896609306335449
Davis_ESM3_chemberta,False,False,True,True,0.8021792769432068
Davis_ESM2_roberta,True,True,False,False,0.8022668361663818
Davis_ESM3_pebchem10m,False,True,True,True,0.8008989095687866
Davis_ESM3_roberta,True,True,True,True,0.7628450393676758
Davis_ESM2_pebchem10m,True,True,False,True,0.7993570566177368
Davis_ESM-1B_chemberta,True,True,False,True,0.816543698310852
Davis_ESM2_chemberta,True,False,True,True,0.8018024563789368
Davis_ESM3_chemberta,True,True,False,True,0.8120630979537964
Davis_ESM3_pebchem10m,True,False,True,True,0.8044965267181396
Davis_ESM2_roberta,False,False,True,True,0.7822998762130737
Davis_ESM3_roberta,True,True,False,False,0.7910484671592712
Davis_ESM2_pebchem10m,True,True,True,False,0.7903555631637573
Davis_ESM-1B_chemberta,True,True,True,False,0.8102876543998718
Davis_ESM2_chemberta,True,True,True,True,0.7749191522598267
Davis_ESM3_pebchem10m,True,True,True,True,0.7966793775558472
Davis_ESM2_roberta,True,True,False,True,0.7897951006889343
Davis_ESM2_pebchem10m,False,True,True,True,0.7877243757247925
Davis_ESM2_chemberta,True,True,False,False,0.790585994720459
Davis_ESM3_chemberta,True,True,True,False,0.8123665452003479
Davis_ESM-1B_chemberta,False,True,True,True,0.8143932223320007
Davis_ESM3_roberta,False,False,True,True,0.8099014759063721
Davis_ESM3_pebchem10m,True,True,False,False,0.792777955532074
Davis_ESM2_pebchem10m,True,False,True,True,0.7736650109291077
Davis_ESM2_roberta,True,True,True,False,0.8009218573570251
Davis_ESM3_chemberta,False,True,True,True,0.7981275320053101
Davis_ESM2_chemberta,False,False,True,True,0.773658275604248
Davis_ESM3_roberta,True,True,False,True,0.8103780150413513
Davis_ESM-1B_chemberta,True,False,True,True,0.7693008780479431
Davis_ESM3_pebchem10m,False,False,True,True,0.8077716827392578
Davis_ESM2_roberta,False,True,True,True,0.7832860946655273
Davis_ESM2_chemberta,True,True,False,True,0.7916159629821777
Davis_ESM3_roberta,True,True,True,False,0.7918326258659363
Davis_ESM3_chemberta,True,False,True,True,0.7942963242530823
Davis_ESM2_pebchem10m,True,True,True,True,0.8052428364753723
Davis_ESM-1B_chemberta,True,True,True,True,0.8348394632339478
Davis_ESM3_pebchem10m,True,True,False,True,0.7903081774711609
Davis_ESM3_chemberta,True,True,True,True,0.7729191184043884
Davis_ESM3_roberta,False,True,True,True,0.8002481460571289
Davis_ESM2_roberta,True,False,True,True,0.7922177314758301
Davis_ESM2_chemberta,True,True,True,False,0.7852996587753296
Davis_ESM3_roberta,True,False,True,True,0.6812278032302856
Davis_ESM3_pebchem10m,True,True,True,False,0.7809529304504395
Davis_ESM2_pebchem10m,True,True,False,False,0.792597770690918
Davis_ESM3_chemberta,True,True,False,False,0.7983615398406982
Davis_ESM-1B_chemberta,True,True,False,False,0.8368344306945801
Davis_ESM2_chemberta,False,True,True,True,0.7738364338874817
Davis_ESM3_pebchem10m,False,True,True,True,0.7729710936546326
Davis_ESM2_roberta,True,True,True,True,0.7882922887802124
Davis_ESM3_chemberta,False,False,True,True,0.7586866617202759
Davis_ESM3_roberta,True,True,True,True,0.8097997903823853
Davis_ESM2_pebchem10m,False,False,True,True,0.7710766196250916
Davis_ESM2_chemberta,True,False,True,True,0.7815240025520325
Davis_ESM3_pebchem10m,True,False,True,True,0.7939474582672119
Davis_ESM-1B_chemberta,False,False,True,True,0.7952415347099304
Davis_ESM2_roberta,True,True,False,False,0.7985597848892212
Davis_ESM3_chemberta,True,True,False,True,0.79164057970047
Davis_ESM3_roberta,True,True,False,False,0.7962480783462524
Davis_ESM3_pebchem10m,True,True,True,True,0.7981290817260742
Davis_ESM2_chemberta,True,True,True,True,0.7938463091850281
Davis_ESM3_chemberta,True,True,True,False,0.7865553498268127
Davis_ESM-1B_chemberta,True,True,False,True,0.8274612426757812
Davis_ESM2_pebchem10m,True,True,False,True,0.8045952916145325
Davis_ESM2_roberta,False,False,True,True,0.7839835286140442
Davis_ESM3_roberta,False,False,True,True,0.8090236186981201
Davis_ESM2_roberta,True,True,False,True,0.7870038151741028
Davis_ESM-1B_chemberta,True,True,True,False,0.8369231224060059
Davis_ESM3_pebchem10m,True,True,False,False,0.8025826811790466
Davis_ESM3_chemberta,False,True,True,True,0.8020473718643188
Davis_ESM2_pebchem10m,True,True,True,False,0.790073812007904
Davis_ESM2_chemberta,True,True,False,False,0.8007708787918091
Davis_ESM3_roberta,True,True,False,True,0.8105649948120117
Davis_ESM3_pebchem10m,False,False,True,True,0.7829949259757996
Davis_ESM-1B_chemberta,False,True,True,True,0.8192309737205505
Davis_ESM3_chemberta,True,False,True,True,0.7804439067840576
Davis_ESM2_pebchem10m,False,True,True,True,0.7764073014259338
Davis_ESM2_roberta,True,True,True,False,0.7854796648025513
Davis_ESM2_chemberta,False,False,True,True,0.7489953637123108
Davis_ESM3_roberta,True,True,True,False,0.783225417137146
Davis_ESM2_roberta,False,True,True,True,0.7715040445327759
Davis_ESM3_pebchem10m,True,True,False,True,0.7986747026443481
Davis_ESM2_pebchem10m,True,False,True,True,0.7841584086418152
Davis_ESM3_chemberta,True,True,True,True,0.8024837374687195
