name,m_fuse,p_fuse,m_model,p_model,auprc,
human_ProtBertT5-xl_pebchem10m,True,True,True,True,0.9939984083175659
human_ProtBert-BFD_pebchem10m,True,True,True,True,0.9940410256385803
human_ProtBertT5-xl_pebchem10m,True,True,False,False,0.9939137697219849
human_ProtBert-BFD_chemberta,True,True,True,True,0.9952831268310547
human_ProtBert-BFD_pebchem10m,True,True,False,False,0.9886206388473511
human_ProtBertT5-xl_pebchem10m,False,False,True,True,0.9934715032577515
human_ProtBert-BFD_roberta,True,True,True,True,0.9965270161628723
human_ProtBertT5-xl_pebchem10m,True,True,False,True,0.9919595718383789
human_ProtBert-BFD_pebchem10m,False,False,True,True,0.9948358535766602
human_ProtBert-BFD_chemberta,True,True,False,False,0.9934783577919006
human_ProtBert-BFD_roberta,True,True,False,False,0.9923403859138489
human_ProtBertT5-xl_pebchem10m,True,True,True,False,0.9960768818855286
human_ProtBert-BFD_pebchem10m,True,True,False,True,0.9913194179534912
human_ProtBert-BFD_chemberta,False,False,True,True,0.993933916091919
human_ProtBert-BFD_roberta,False,False,True,True,0.9965336918830872
human_ProtBertT5-xl_pebchem10m,False,True,True,True,0.9922645688056946
human_ProtBert-BFD_pebchem10m,True,True,True,False,0.9946983456611633
human_ProtBert-BFD_chemberta,True,True,False,True,0.9899463653564453
human_ProtBert-BFD_roberta,True,True,False,True,0.989511251449585
human_ProtBertT5-xl_pebchem10m,True,False,True,True,0.9928340911865234
human_ProtBert-BFD_pebchem10m,False,True,True,True,0.9967166781425476
human_ProtBert-BFD_chemberta,True,True,True,False,0.9971252083778381
human_ProtBert-BFD_roberta,True,True,True,False,0.9956090450286865
human_ProtBertT5-xl_pebchem10m,True,True,True,True,0.9965736865997314
human_ProtBert-BFD_pebchem10m,True,False,True,True,0.9945025444030762
human_ProtBert-BFD_chemberta,False,True,True,True,0.9949057698249817
human_ProtBert-BFD_roberta,False,True,True,True,0.9961968660354614
human_ProtBertT5-xl_pebchem10m,True,True,False,False,0.9935982823371887
human_ProtBert-BFD_pebchem10m,True,True,True,True,0.9981287717819214
human_ProtBert-BFD_chemberta,True,False,True,True,0.9947987198829651
human_ProtBertT5-xl_pebchem10m,False,False,True,True,0.9973081946372986
human_ProtBert-BFD_roberta,True,False,True,True,0.9966587424278259
human_ProtBertT5-xl_pebchem10m,True,True,False,True,0.9889230728149414
human_ProtBert-BFD_chemberta,True,True,True,True,0.9942047595977783
human_ProtBert-BFD_pebchem10m,True,True,False,False,0.9964038133621216
human_ProtBert-BFD_roberta,True,True,True,True,0.9978857040405273
human_ProtBertT5-xl_pebchem10m,True,True,True,False,0.9966863989830017
human_ProtBert-BFD_pebchem10m,False,False,True,True,0.9971139430999756
human_ProtBert-BFD_chemberta,True,True,False,False,0.9957452416419983
human_ProtBert-BFD_roberta,True,True,False,False,0.9970951080322266
human_ProtBertT5-xl_pebchem10m,False,True,True,True,0.9974523186683655
human_ProtBert-BFD_pebchem10m,True,True,False,True,0.9914732575416565
human_ProtBert-BFD_chemberta,False,False,True,True,0.9956057667732239
human_ProtBert-BFD_roberta,False,False,True,True,0.9976641535758972
human_ProtBertT5-xl_pebchem10m,True,False,True,True,0.9969427585601807
human_ProtBert-BFD_pebchem10m,True,True,True,False,0.997582197189331
human_ProtBert-BFD_chemberta,True,True,False,True,0.9925389885902405
human_ProtBert-BFD_roberta,True,True,False,True,0.9928906559944153
human_ProtBertT5-xl_pebchem10m,True,True,True,True,0.9945499897003174
human_ProtBert-BFD_chemberta,True,True,True,False,0.9924089908599854
human_ProtBert-BFD_roberta,True,True,True,False,0.9968106746673584
human_ProtBert-BFD_pebchem10m,False,True,True,True,0.9971439242362976
human_ProtBertT5-xl_pebchem10m,True,True,False,False,0.9977153539657593
human_ProtBert-BFD_chemberta,False,True,True,True,0.9943597316741943
human_ProtBert-BFD_roberta,False,True,True,True,0.9967235922813416
human_ProtBertT5-xl_pebchem10m,False,False,True,True,0.9947441816329956
human_ProtBert-BFD_pebchem10m,True,False,True,True,0.9968992471694946
human_ProtBert-BFD_chemberta,True,False,True,True,0.9953376650810242
human_ProtBertT5-xl_pebchem10m,True,True,False,True,0.9946170449256897
human_ProtBert-BFD_roberta,True,False,True,True,0.9974046945571899
human_ProtBert-BFD_pebchem10m,True,True,True,True,0.9959413409233093
human_ProtBertT5-xl_pebchem10m,True,True,True,False,0.9987727403640747
human_ProtBert-BFD_roberta,True,True,True,True,0.9979840517044067
human_ProtBert-BFD_chemberta,True,True,True,True,0.9963024258613586
human_ProtBert-BFD_pebchem10m,True,True,False,False,0.997046709060669
human_ProtBertT5-xl_pebchem10m,False,True,True,True,0.9975564479827881
human_ProtBert-BFD_roberta,True,True,False,False,0.9965959191322327
human_ProtBert-BFD_chemberta,True,True,False,False,0.9964413046836853
human_ProtBert-BFD_pebchem10m,False,False,True,True,0.997426450252533
human_ProtBertT5-xl_pebchem10m,True,False,True,True,0.9962107539176941
human_ProtBert-BFD_roberta,False,False,True,True,0.9984801411628723
human_ProtBert-BFD_pebchem10m,True,True,False,True,0.9887515902519226
human_ProtBertT5-xl_pebchem10m,True,True,True,True,0.9917580485343933
human_ProtBert-BFD_chemberta,False,False,True,True,0.997434139251709
human_ProtBert-BFD_roberta,True,True,False,True,0.9942540526390076
human_ProtBert-BFD_pebchem10m,True,True,True,False,0.9979855418205261
human_ProtBert-BFD_chemberta,True,True,False,True,0.9905811548233032
human_ProtBertT5-xl_pebchem10m,True,True,False,False,0.9945023059844971
human_ProtBert-BFD_roberta,True,True,True,False,0.9994887709617615
