name,use_fuse,use_model,acc
loc_ESM2_roberta,True,True,0.706094482509917
loc_ESM3_roberta,True,True,0.7021276595744681
loc_ESM2_roberta,True,False,0.70861882437793
loc_ESM2_roberta,False,True,0.703570140641904
loc_ESM3_roberta,True,False,0.7223223945185719
loc_ESM2_roberta,True,True,0.6959971150378651
loc_ESM3_roberta,False,True,0.716913090515687
loc_ESM-1B_roberta,True,True,0.6959971150378651
loc_ESM2_roberta,True,False,0.7042913811756221
loc_ESM3_roberta,True,True,0.7223223945185719
loc_ESM2_roberta,False,True,0.6996033177064551
loc_ESM3_roberta,True,False,0.7194374323837
loc_ESM-1B_roberta,True,False,0.7508113956004328
loc_ESM2_roberta,True,True,0.715470609448251
loc_ESM3_roberta,False,True,0.712585647313379
loc_ESM-1B_roberta,False,True,0.6765236206274793
loc_ProtBertT5-xl_roberta,True,True,0.8222142084385142
loc_ESM-1B_roberta,True,True,0.7374684457266498
loc_ESM2_roberta,True,False,0.703570140641904
loc_ESM3_roberta,True,True,0.708979444644789
loc_ProtBert-BFD_roberta,True,True,0.7576631806707537
loc_ProtBertT5-xl_roberta,True,False,0.8204111071042193
loc_ESM2_roberta,False,True,0.7046520014424811
loc_ESM-1B_roberta,True,False,0.7565813198701767
loc_ESM3_roberta,True,False,0.714749368914533
loc_ProtBertT5-xl_roberta,False,True,0.7948070681572305
loc_ESM-1B_roberta,False,True,0.720519293184277
loc_ESM2_roberta,True,True,0.714028128380815
loc_ProtBert-BFD_roberta,True,False,0.7414352686620989
loc_ESM3_roberta,False,True,0.711864406779661
loc_ProtBertT5-xl_roberta,True,True,0.8171655247024883
loc_ESM-1B_roberta,True,True,0.7244861161197259
loc_ESM2_roberta,True,False,0.7078975838442121
loc_ProtBert-BFD_roberta,False,True,0.7216011539848539
loc_ESM3_roberta,True,True,0.7024882798413271
loc_ESM2_roberta,False,True,0.709700685178507
loc_ESM-1B_roberta,True,False,0.7554994590695997
loc_ProtBertT5-xl_roberta,True,False,0.8193292463036422
loc_ProtBert-BFD_roberta,True,True,0.7500901550667147
loc_ESM3_roberta,True,False,0.7187161918499819
loc_ESM-1B_roberta,False,True,0.708979444644789
loc_ProtBertT5-xl_roberta,False,True,0.7897583844212045
loc_ESM2_roberta,True,True,0.703209520375045
loc_ESM3_roberta,False,True,0.705733862243058
loc_ESM-1B_roberta,True,True,0.6949152542372882
loc_ProtBert-BFD_roberta,True,False,0.7446808510638298
loc_ProtBertT5-xl_roberta,True,True,0.8301478543094122
loc_ESM2_roberta,True,False,0.7053732419761991
loc_ESM3_roberta,True,True,0.711864406779661
loc_ProtBert-BFD_roberta,False,True,0.7262892174540209
loc_ESM-1B_roberta,True,False,0.7493689145329967
loc_ESM2_roberta,False,True,0.7021276595744681
loc_ESM-1B_roberta,False,True,0.709700685178507
loc_ProtBert-BFD_roberta,True,True,0.7497295347998557
loc_ProtBertT5-xl_roberta,True,False,0.8189686260367832
loc_ESM3_roberta,True,False,0.713667508113956
loc_ESM-1B_roberta,True,True,0.7280923187883159
loc_ESM2_roberta,True,True,0.71583122971511
loc_ProtBertT5-xl_roberta,False,True,0.7890371438874865
loc_ESM3_roberta,False,True,0.703930760908763
loc_ProtBert-BFD_roberta,True,False,0.7396321673278038
loc_ESM2_roberta,True,False,0.710061305445366
loc_ProtBertT5-xl_roberta,True,True,0.8193292463036422
loc_ESM-1B_roberta,True,False,0.7443202307969707
loc_ESM3_roberta,True,True,0.7046520014424811
loc_ProtBert-BFD_roberta,False,True,0.7270104579877389
loc_ESM-1B_roberta,False,True,0.6963577353047241
loc_ESM2_roberta,False,True,0.7050126217093401
loc_ESM-1B_roberta,True,True,0.7252073566534439
loc_ProtBertT5-xl_roberta,True,False,0.8146411828344753
loc_ESM2_roberta,True,True,0.7024882798413271
loc_ProtBert-BFD_roberta,True,True,0.7439596105301118
loc_ESM3_roberta,True,False,0.711864406779661
loc_ProtBertT5-xl_roberta,False,True,0.8052650558961414
loc_ESM-1B_roberta,True,False,0.7457627118644068
loc_ESM3_roberta,False,True,0.714388748647674
loc_ProtBert-BFD_roberta,True,False,0.7417958889289578
loc_ESM2_roberta,True,False,0.706455102776776
loc_ProtBertT5-xl_roberta,True,True,0.8211323476379373
loc_ESM-1B_roberta,False,True,0.7410746483952398
loc_ProtBert-BFD_roberta,False,True,0.7367472051929318
loc_ESM-1B_roberta,True,True,0.7425171294626758
loc_ESM3_roberta,True,True,0.709340064911648
loc_ProtBertT5-xl_roberta,True,False,0.8160836639019113
loc_ESM2_roberta,False,True,0.714388748647674
loc_ProtBert-BFD_roberta,True,True,0.7345834835917778
loc_ProtBertT5-xl_roberta,False,True,0.7839884601514605
loc_ESM2_roberta,True,True,0.7075369635773531
loc_ESM-1B_roberta,True,False,0.7450414713306888
loc_ESM3_roberta,True,False,0.717273710782546
loc_ProtBert-BFD_roberta,True,False,0.7403534078615218
loc_ESM-1B_roberta,False,True,0.7324197619906239
loc_ProtBertT5-xl_roberta,True,True,0.8182473855030653
loc_ProtBert-BFD_roberta,False,True,0.7262892174540209
loc_ESM3_roberta,False,True,0.71583122971511
loc_ESM2_roberta,True,False,0.711143166245943
loc_ESM-1B_roberta,True,True,0.7435989902632528
loc_ESM3_roberta,True,True,0.709700685178507
loc_ESM2_roberta,False,True,0.7053732419761991
loc_ProtBertT5-xl_roberta,True,False,0.8113956004327443
loc_ProtBert-BFD_roberta,True,True,0.7381896862603678
loc_ESM-1B_roberta,True,False,0.7493689145329967
loc_ProtBertT5-xl_roberta,False,True,0.8009376126938333
loc_ESM2_roberta,True,True,0.706094482509917
loc_ESM-1B_roberta,False,True,0.7107825459790841
loc_ESM3_roberta,True,False,0.713667508113956
loc_ProtBert-BFD_roberta,True,False,0.7468445726649837
loc_ProtBertT5-xl_roberta,True,True,0.8225748287053732
loc_ESM2_roberta,True,False,0.703570140641904
loc_ESM-1B_roberta,True,True,0.7378290659935088
loc_ESM3_roberta,False,True,0.6848178867652363
loc_ProtBert-BFD_roberta,False,True,0.717634331049405
loc_ProtBertT5-xl_roberta,True,False,0.8117562206996033
loc_ESM2_roberta,False,True,0.7014064190407501
loc_ProtBert-BFD_roberta,True,True,0.7486476739992788
loc_ESM3_roberta,True,True,0.7017670393076091
loc_ESM-1B_roberta,True,False,0.7580238009376127
loc_ProtBertT5-xl_roberta,False,True,0.7865128020194735
loc_ESM2_roberta,True,True,0.706455102776776
loc_ESM-1B_roberta,False,True,0.705733862243058
loc_ESM3_roberta,True,False,0.7277316985214569
loc_ProtBert-BFD_roberta,True,False,0.7432383699963938
loc_ProtBertT5-xl_roberta,True,True,0.8211323476379373
loc_ESM-1B_roberta,True,True,0.7446808510638298
loc_ESM2_roberta,True,False,0.708979444644789
loc_ProtBert-BFD_roberta,False,True,0.7385503065272269
loc_ESM3_roberta,False,True,0.7017670393076091
loc_ESM2_roberta,False,True,0.7010457987738911
loc_ProtBertT5-xl_roberta,True,False,0.8218535881716552
loc_ESM3_roberta,True,True,0.7053732419761991
loc_ESM-1B_roberta,True,False,0.7518932564010098
loc_ProtBert-BFD_roberta,True,True,0.7504507753335737
loc_ProtBertT5-xl_roberta,False,True,0.7807428777497295
loc_ESM-1B_roberta,False,True,0.717634331049405
loc_ESM3_roberta,True,False,0.717634331049405
loc_ProtBert-BFD_roberta,True,False,0.7414352686620989
loc_ProtBertT5-xl_roberta,True,True,0.8182473855030653
loc_ESM3_roberta,False,True,0.7270104579877389
loc_ProtBert-BFD_roberta,False,True,0.714028128380815
loc_ProtBertT5-xl_roberta,True,False,0.8193292463036422
loc_ProtBert-BFD_roberta,True,True,0.7454020915975478
loc_ProtBertT5-xl_roberta,False,True,0.8085106382978723
loc_ProtBertT5-xl_roberta,True,True,0.8214929679047962
loc_ProtBert-BFD_roberta,True,False,0.7486476739992788
loc_ProtBert-BFD_roberta,False,True,0.7219617742517129
loc_ProtBertT5-xl_roberta,True,False,0.8110349801658854
loc_ProtBert-BFD_roberta,True,True,0.7536963577353047
loc_ProtBertT5-xl_roberta,False,True,0.7958889289578074
loc_ProtBert-BFD_roberta,True,False,0.7468445726649837
loc_ProtBert-BFD_roberta,False,True,0.72304363505229
